column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,123,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1443,,,,,
Final inconsistent practice block: ,100,1755,,,,,
First consistent test block: ,96,1209,,,,,
First inconsistent test block: ,100,1436,,,,,
Second consistent test block: ,100,1022,,,,,
Second inconsistent test block: ,96,1420,,,,,
Third consistent test block: ,96,1092,,,,,
Third inconsistent test block: ,100,1311,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.057091489,0.728322041,1.12595409,1.183344467,1.012540199
"Sample1 Target2, e.g.: ",Colour,Circle,0.658667071,-0.32493279,0.715328465,0.907713182,0.432702952
"Sample2 Target1, e.g.: ",Shape,Red,0.620930288,0.446537121,0.200737686,-1.032239485,-0.128321559
"Sample2 Target2, e.g.: ",Shape,Circle,0.877636813,0.318358395,0.129951251,0.718587096,0.388965581
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.151254342,0.85047502,1.181360909,1.067817495,1.033217808
"Sample1 Target2, e.g.: ",Colour,Red,0.491995951,-0.358773021,0.591281942,1.056373068,0.42962733
"Sample2 Target1, e.g.: ",Shape,Red,0.468718054,1.321534314,0.266845128,1.133087102,-0.257071612
"Sample2 Target2, e.g.: ",Shape,Red,1.62832965,7.47E-02,0.393751941,-1.239700607,0.907155515
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.789605056,0.961530962,1.473846053,1.317328149,1.250901722
"Sample1 Target2, e.g.: ",Colour,Circle,1.052100461,-0.420233934,0.975983424,0.712588471,0.422779321
"Sample2 Target1, e.g.: ",Shape,Red,1.042910984,-0.217628986,1.24E-03,0.200999816,9.96E-04
"Sample2 Target2, e.g.: ",Shape,Circle,-2.72E-02,0.704093106,6.47E-02,-0.765763175,-5.13E-03
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,127,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,127,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,88,1794,,,,,
Final inconsistent practice block: ,96,1911,,,,,
First consistent test block: ,100,1396,,,,,
First inconsistent test block: ,92,1567,,,,,
Second consistent test block: ,92,1826,,,,,
Second inconsistent test block: ,92,1482,,,,,
Third consistent test block: ,88,1412,,,,,
Third inconsistent test block: ,92,1809,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.746748631,0.835894959,-0.467389314,1.029426763,0.46597747
"Sample1 Target2, e.g.: ",Colour,Circle,0.2408185,0.669838405,-0.969945996,1.007024629,0.235639013
"Sample2 Target1, e.g.: ",Shape,Red,0.778325172,1.232842932,-1.228191055,-0.363177974,-0.119508699
"Sample2 Target2, e.g.: ",Shape,Circle,0.237032456,0.422070771,0.272625115,0.866920817,0.520538901
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.944620741,0.211996385,-0.339167623,0.859956706,0.244261823
"Sample1 Target2, e.g.: ",Colour,Circle,1.531145721,1.244720084,-1.313236147,1.151929477,0.361137805
"Sample2 Target1, e.g.: ",Shape,Red,1.217937244,1.161482716,-0.819245183,1.256971853,-0.226771634
"Sample2 Target2, e.g.: ",Shape,Circle,0.119401752,1.279482649,-1.328991489,-0.630806063,0.533069796
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.786778107,1.386028959,-0.559722947,1.231353734,0.685886582
"Sample1 Target2, e.g.: ",Colour,Circle,-0.732166852,0.292060238,-0.303800693,1.124901662,0.371053736
"Sample2 Target1, e.g.: ",Shape,Red,0.178283498,-8.41E-02,0.990594001,0.529657309,0.209192998
"Sample2 Target2, e.g.: ",Shape,Circle,0.535311023,1.116789319,-1.011968716,0.522758392,0.478731079
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,137,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,137,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1334,,,,,
Final inconsistent practice block: ,96,1895,,,,,
First consistent test block: ,96,1318,,,,,
First inconsistent test block: ,100,1474,,,,,
Second consistent test block: ,100,1373,,,,,
Second inconsistent test block: ,96,1451,,,,,
Third consistent test block: ,100,1240,,,,,
Third inconsistent test block: ,96,1350,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.2777395,1.024197878,1.026609256,-0.11411127,0.645565288
"Sample1 Target2, e.g.: ",Colour,Circle,0.573476592,0.183219369,-0.458076668,-0.366882192,-0.213913164
"Sample2 Target1, e.g.: ",Shape,Red,1.056709975,-0.322986123,0.597638005,1.432015567,0.56888915
"Sample2 Target2, e.g.: ",Shape,Circle,1.72352872,1.27833172,0.516737644,0.378470287,0.724513217
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.227053646,0.691261724,0.69416451,0.423152026,0.60285942
"Sample1 Target2, e.g.: ",Colour,Red,1.194694855,1.696519324,-8.64E-02,-0.940336869,0.223273195
"Sample2 Target1, e.g.: ",Shape,Red,1.63287852,1.269793138,0.535639375,1.247645938,0.616475919
"Sample2 Target2, e.g.: ",Shape,Red,1.779062609,0.200942153,0.180526455,1.467959148,1.017692817
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.321694268,1.480183639,1.225209108,-0.936287689,0.589701686
"Sample1 Target2, e.g.: ",Colour,Circle,0.30851956,-1.047463015,-0.801331093,0.440948792,-0.469281772
"Sample2 Target1, e.g.: ",Shape,Red,0.597038686,1.171403574,1.040065408,7.90E-02,0.579473894
"Sample2 Target2, e.g.: ",Shape,Circle,1.526174167,-0.742421059,1.157265586,1.323577157,0.763489878
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,17,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,17,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,100,1505,,,,,
Final inconsistent practice block: ,92,1896,,,,,
First consistent test block: ,92,1475,,,,,
First inconsistent test block: ,100,1599,,,,,
Second consistent test block: ,100,1373,,,,,
Second inconsistent test block: ,96,1677,,,,,
Third consistent test block: ,100,1318,,,,,
Third inconsistent test block: ,92,1482,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.628637669,0.613833719,1.126479256,0.806610679,0.848974551
"Sample1 Target2, e.g.: ",Colour,Circle,2.35958495,-0.234985445,0.977736788,0.287228006,0.34332645
"Sample2 Target1, e.g.: ",Shape,Red,1.39593749,0.186125837,0.677999294,1.030446386,0.631523839
"Sample2 Target2, e.g.: ",Shape,Circle,1.620393579,-0.816441875,0.992393569,0.826387401,0.334113032
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,2.409138205,8.74E-02,0.573309462,0.604509506,0.421728633
"Sample1 Target2, e.g.: ",Colour,Red,-0.315537915,-0.456136921,1.193560873,-0.222784606,0.171546449
"Sample2 Target1, e.g.: ",Shape,Red,0.949603717,-1.118665241,0.699507335,0.826686264,1.013782128
"Sample2 Target2, e.g.: ",Shape,Red,3.768888086,0.650342391,0.808102958,1.582901036,0.135842786
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.212043605,1.152345314,1.652342626,0.995939598,1.266875846
"Sample1 Target2, e.g.: ",Colour,Circle,11.54910047,0.173225102,0.752298219,0.71248363,0.546002317
"Sample2 Target1, e.g.: ",Shape,Red,1.854554395,-0.45170212,1.261071257,1.208208311,0.30584851
"Sample2 Target2, e.g.: ",Shape,Circle,-0.106291469,-0.101340823,0.627967942,0.39091841,0.672525816
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,2,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,2,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,88,1872,,,,,
Final inconsistent practice block: ,96,1724,,,,,
First consistent test block: ,100,1771,,,,,
First inconsistent test block: ,100,1810,,,,,
Second consistent test block: ,100,1631,,,,,
Second inconsistent test block: ,100,1700,,,,,
Third consistent test block: ,96,1685,,,,,
Third inconsistent test block: ,96,1747,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.068203065,0.222590264,1.105209923,0.486593759,0.604797982
"Sample1 Target2, e.g.: ",Colour,Circle,1.64095373,-0.571115645,0.253563387,-0.666010633,-0.327854297
"Sample2 Target1, e.g.: ",Shape,Red,-0.53189006,0.577968901,0.64281243,0.814361503,0.678380945
"Sample2 Target2, e.g.: ",Shape,Circle,0.231913492,0.199975515,0.428007321,-9.96E-02,0.17614423
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.128037095,0.788145932,0.92298745,-0.429756031,0.427125784
"Sample1 Target2, e.g.: ",Colour,Circle,2.697344844,3.04E-02,0.728043791,-0.821554548,-2.10E-02
"Sample2 Target1, e.g.: ",Shape,Red,2.126137248,1.218782112,0.114319064,-0.482041606,0.694760519
"Sample2 Target2, e.g.: ",Shape,Circle,1.55005198,0.375661068,0.795276895,0.913343595,0.283686523
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.630016198,-0.863658796,1.204666283,0.935219933,0.42540914
"Sample1 Target2, e.g.: ",Colour,Circle,1.143619966,-0.981814019,0.211394779,-0.469687115,-0.413368785
"Sample2 Target1, e.g.: ",Shape,Red,-1.220653433,-0.749263127,0.710639249,0.712507202,0.608843048
"Sample2 Target2, e.g.: ",Shape,Circle,-4.54E-02,0.784965543,0.353796779,0.687766821,0.224627775
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,22,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,22,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1786,,,,,
Final inconsistent practice block: ,92,1731,,,,,
First consistent test block: ,96,1404,,,,,
First inconsistent test block: ,100,1927,,,,,
Second consistent test block: ,100,1380,,,,,
Second inconsistent test block: ,100,1685,,,,,
Third consistent test block: ,92,1771,,,,,
Third inconsistent test block: ,96,2021,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.536226244,0.861522367,1.47478139,-0.222087099,0.704738886
"Sample1 Target2, e.g.: ",Colour,Circle,0.603648235,1.060542953,2.07E-02,0.429490976,0.503571917
"Sample2 Target1, e.g.: ",Shape,Red,-0.516781363,1.072703529,2.14E-02,-0.164699662,0.309791384
"Sample2 Target2, e.g.: ",Shape,Circle,-0.596463717,0.786195188,0.134133678,0.653802355,0.524710407
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.767761375,1.36331773,1.116227118,-0.478660491,0.666961453
"Sample1 Target2, e.g.: ",Colour,Circle,0.987849717,0.664250747,-0.375301979,-0.550210253,-8.71E-02
"Sample2 Target1, e.g.: ",Shape,Red,-0.667884235,1.142544378,0.364166577,1.028700638,0.237673507
"Sample2 Target2, e.g.: ",Shape,Circle,-1.417268278,1.017415805,-0.651594896,0.347199613,0.845137198
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-3.28E-02,0.83501931,1.662626753,0.144149757,0.880598607
"Sample1 Target2, e.g.: ",Colour,Circle,0.131628891,1.47929124,0.582208626,1.518352107,1.193283991
"Sample2 Target1, e.g.: ",Shape,Red,-0.312673898,0.251186151,0,-0.345317218,0.554325858
"Sample2 Target2, e.g.: ",Shape,Circle,-0.226593081,1.120852727,0.993799118,-0.451674271,-3.14E-02
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,27,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,27,,,,,,
